id,source,target,labels,weight
e1f034c49cb837fd8532a7a45a683671,refactoring_guru.strategy.example.strategies.PayByPayPal,boolean,accepts,1
5880a3ecce059e43c886e7f0ea93d608,refactoring_guru.strategy.example.strategies.PayByPayPal,boolean,holds,1
9fa44bb47c6d7cab74cf032932cd24c5,refactoring_guru.strategy.example.order.Order,refactoring_guru.strategy.example.strategies.PayStrategy,accepts,1
990fe1c59afe90cd0af309dc16bf6606,refactoring_guru.strategy.example.strategies,refactoring_guru.strategy.example.strategies.PayByCreditCard,contains,1
67cb787e7c359f428100d366f17a9d8b,refactoring_guru.strategy.example.strategies.PayByCreditCard,refactoring_guru.strategy.example.strategies.PayStrategy,specializes,1
fd3a1dd1820ac0f57304967d9f6b2b40,refactoring_guru.strategy.example.Demo,refactoring_guru.strategy.example.order.Order,constructs,1
51949fa16b26466b210a2e74668d0407,refactoring_guru.strategy.example.strategies.PayByPayPal,boolean,returns,2
05e95ace9e7110a2169164f8ac143195,refactoring_guru.strategy.example.Demo,refactoring_guru.strategy.example.strategies.PayStrategy,holds,1
be864ca9e4003b08239b5242f358ba69,refactoring_guru.strategy.example.strategies.CreditCard,int,returns,1
e1f9d662c6b05bbb11fb9cca8929a698,refactoring_guru.strategy.example,refactoring_guru.strategy.example.Demo,contains,1
c18a124ae10c45bd3aeba62d4bc7c4db,refactoring_guru.strategy.example.strategies.PayByPayPal,int,accepts,1
ee9ef45a3fc90435bd83912c57c39fff,refactoring_guru.strategy.example.strategies.CreditCard,int,holds,1
df5fa3d799f2cb21db31d7e1cc48ff55,refactoring_guru.strategy.example.strategies.PayByCreditCard,refactoring_guru.strategy.example.strategies.CreditCard,calls,2
6a2909cb54bf7cb6489987ff0e77a4ed,refactoring_guru.strategy.example.strategies.PayByPayPal,java.lang.String,constructs,2
3b7fe859fcadea1bc4c548af5b4074e4,refactoring_guru.strategy.example,refactoring_guru.strategy.example.strategies,contains,1
3e4d92ebafd7077e4daafd0abfc88429,refactoring_guru.strategy.example.strategies,refactoring_guru.strategy.example.strategies.PayStrategy,contains,1
93c079ee7978c9cf022c76f822dbb660,refactoring_guru.strategy.example.strategies.PayByCreditCard,boolean,returns,2
3b2ca0af2389b2a408542c1edf61985b,refactoring_guru,refactoring_guru.strategy,contains,1
6824c1e42977132addcc088704747895,refactoring_guru.strategy.example.strategies.PayByCreditCard,int,accepts,1
c3f69830ed85e76576361dc462ab25a6,refactoring_guru.strategy.example.Demo,java.lang.String,accepts,1
c5cbadbc5139791e7564d0319212a905,refactoring_guru.strategy.example.strategies.PayByPayPal,java.lang.String,calls,7
e5bd1992dec9edc19d33b68d9b91b58b,refactoring_guru.strategy.example.strategies.PayByPayPal,refactoring_guru.strategy.example.strategies.PayStrategy,specializes,1
